624.00,1160.00
612.00,1155.50
511.95,1119.98
419.04,1067.03
352.50,1019.50
285.02,957.02
237.50,891.50
185.00,804.00
162.00,684.00
156.00,606.00
174.50,531.50
202.50,463.00
255.09,318.71
316.00,220.50
441.00,180.00
561.50,121.50
605.50,120.50
605.00,120.00
